content,Normalisasi,Tokenize,Stopword,Stemming
akun ig saya tiba tiba di nonaktifkan oleh pihak ig kenapa yaaa aplikasi makin kesini makin ngga jelas padahal saya tidak melakukan kesalahan pas mau login lagi tidak bisa gimana tanggapannya yaa,akun instagram saya tiba tiba di nonaktifkan oleh pihak instagram kenapa yaaa aplikasi makin kesini makin tidak jelas padahal saya tidak melakukan kesalahan saat mau login lagi tidak bisa gimana tanggapannya yaa,"['akun', 'instagram', 'saya', 'tiba', 'tiba', 'di', 'nonaktifkan', 'oleh', 'pihak', 'instagram', 'kenapa', 'yaaa', 'aplikasi', 'makin', 'kesini', 'makin', 'tidak', 'jelas', 'padahal', 'saya', 'tidak', 'melakukan', 'kesalahan', 'saat', 'mau', 'login', 'lagi', 'tidak', 'bisa', 'gimana', 'tanggapannya', 'yaa']","['akun', 'instagram', 'nonaktifkan', 'instagram', 'yaaa', 'aplikasi', 'kesini', 'kesalahan', 'login', 'gimana', 'tanggapannya', 'yaa']",akun instagram nonaktif instagram yaaa aplikasi kesini salah login gimana tanggap yaa
saya kasih bintang ya karena hari saya bolak balik instagram dan fb cuma buat ganti password tapi gak ada hasil padahal tinggal kirim kode otp aja kok susah banget coba ganti email pun tetp gk berhasil tolong ya dipermudah lagi buat penggunanya,saya kasih bintang ya karena hari saya bolak balik instagram dan fb cuma buat ganti password tapi tidak ada hasil padahal tinggal kirim kode otp aja kok susah banget coba ganti email pun tetp tidak berhasil tolong ya dipermudah lagi buat penggunanya,"['saya', 'kasih', 'bintang', 'ya', 'karena', 'hari', 'saya', 'bolak', 'balik', 'instagram', 'dan', 'fb', 'cuma', 'buat', 'ganti', 'password', 'tapi', 'tidak', 'ada', 'hasil', 'padahal', 'tinggal', 'kirim', 'kode', 'otp', 'aja', 'kok', 'susah', 'banget', 'coba', 'ganti', 'email', 'pun', 'tetp', 'tidak', 'berhasil', 'tolong', 'ya', 'dipermudah', 'lagi', 'buat', 'penggunanya']","['kasih', 'bintang', 'ya', 'bolak', 'instagram', 'fb', 'ganti', 'password', 'hasil', 'tinggal', 'kirim', 'kode', 'otp', 'aja', 'susah', 'banget', 'coba', 'ganti', 'email', 'tetp', 'berhasil', 'tolong', 'ya', 'dipermudah', 'penggunanya']",kasih bintang bolak instagram ganti password hasil tinggal kirim kode otp aja susah banget coba ganti email tetp hasil tolong mudah guna
kenapa setelah update tiap buka reels videonya patah patah sangat mengganggu sekarang slidenya juga tidak bisa diheser sampai selsai,kenapa setelah update setiap buka reels videonya patah patah sangat mengganggu sekarang slidenya juga tidak bisa diheser sampai selsai,"['kenapa', 'setelah', 'update', 'setiap', 'buka', 'reels', 'videonya', 'patah', 'patah', 'sangat', 'mengganggu', 'sekarang', 'slidenya', 'juga', 'tidak', 'bisa', 'diheser', 'sampai', 'selsai']","['update', 'buka', 'reels', 'videonya', 'patah', 'patah', 'mengganggu', 'slidenya', 'diheser', 'selsai']",update buka reels video patah patah ganggu slidenya diheser selsai
semakin update bukannya semakin bagus malah makin sering error apalagi buat laporan masalah berkali kali ga ada tindakan sama sekali dari pihak instagram udah buat laporan tidak bisa live padahal status akun normal dan memenuhi persyaratan untuk live kalo live bareng juga pasti rusak entah salah satu kameranya tidak ada atau hitam tolong di perbaiki ya,semakin update bukannya semakin bagus malah makin sering error apalagi buat laporan masalah berkali kali tidak ada tindakan sama sekali dari pihak instagram udah buat laporan tidak bisa live padahal status akun normal dan memenuhi persyaratan untuk live kalo live bareng juga pasti rusak entah salah satu kameranya tidak ada atau hitam tolong di perbaiki ya,"['semakin', 'update', 'bukannya', 'semakin', 'bagus', 'malah', 'makin', 'sering', 'error', 'apalagi', 'buat', 'laporan', 'masalah', 'berkali', 'kali', 'tidak', 'ada', 'tindakan', 'sama', 'sekali', 'dari', 'pihak', 'instagram', 'udah', 'buat', 'laporan', 'tidak', 'bisa', 'live', 'padahal', 'status', 'akun', 'normal', 'dan', 'memenuhi', 'persyaratan', 'untuk', 'live', 'kalo', 'live', 'bareng', 'juga', 'pasti', 'rusak', 'entah', 'salah', 'satu', 'kameranya', 'tidak', 'ada', 'atau', 'hitam', 'tolong', 'di', 'perbaiki', 'ya']","['update', 'bagus', 'error', 'laporan', 'berkali', 'kali', 'tindakan', 'instagram', 'udah', 'laporan', 'live', 'status', 'akun', 'normal', 'memenuhi', 'persyaratan', 'live', 'kalo', 'live', 'bareng', 'rusak', 'salah', 'kameranya', 'hitam', 'tolong', 'perbaiki', 'ya']",update bagus error lapor kali kali tindak instagram udah lapor live status akun normal penuh syarat live kalo live bareng rusak salah kamera hitam tolong baik
hallo instagram kenapa akun ig saya tidak bisa untuk komentar dan like ya padahal dibatasi cuman sampai tanggal dan di status akun saya baik baik saja tidak ada peringatan sama sekali tolong di perbaiki segera ya nanti saya akan mengubah rating ini menjadi terimakasih salam hangat justkyuuuu,hallo instagram kenapa akun instagram saya tidak bisa untuk komentar dan like ya padahal dibatasi cuman sampai tanggal dan di status akun saya baik baik saja tidak ada peringatan sama sekali tolong di perbaiki segera ya nanti saya akan mengubah rating ini menjadi salam hangat justkyuuuu,"['hallo', 'instagram', 'kenapa', 'akun', 'instagram', 'saya', 'tidak', 'bisa', 'untuk', 'komentar', 'dan', 'like', 'ya', 'padahal', 'dibatasi', 'cuman', 'sampai', 'tanggal', 'dan', 'di', 'status', 'akun', 'saya', 'baik', 'baik', 'saja', 'tidak', 'ada', 'peringatan', 'sama', 'sekali', 'tolong', 'di', 'perbaiki', 'segera', 'ya', 'nanti', 'saya', 'akan', 'mengubah', 'rating', 'ini', 'menjadi', 'salam', 'hangat', 'justkyuuuu']","['hallo', 'instagram', 'akun', 'instagram', 'komentar', 'like', 'ya', 'dibatasi', 'cuman', 'tanggal', 'status', 'akun', 'peringatan', 'tolong', 'perbaiki', 'ya', 'mengubah', 'rating', 'salam', 'hangat', 'justkyuuuu']",hallo instagram akun instagram komentar like batas cuman tanggal status akun ingat tolong baik ubah rating salam hangat justkyuuuu
tolong kembalikan akun saya akun ig sya tiba di tutup oleh pihak ig nya tidak bisa login sya tidak membuat kesalahan padahal sya sudah lama pakai aplikasi ini dan ketika sya akan buat akun yg baru juga sma sekali tidak bisa tolong penjelasan nya perbaikan nya,tolong kembalikan akun saya akun instagram aku tiba di tutup oleh pihak instagram nya tidak bisa login aku tidak membuat kesalahan padahal aku sudah lama pakai aplikasi ini dan ketika aku akan buat akun yang baru juga sma sekali tidak bisa tolong penjelasan nya perbaikan nya,"['tolong', 'kembalikan', 'akun', 'saya', 'akun', 'instagram', 'aku', 'tiba', 'di', 'tutup', 'oleh', 'pihak', 'instagram', 'nya', 'tidak', 'bisa', 'login', 'aku', 'tidak', 'membuat', 'kesalahan', 'padahal', 'aku', 'sudah', 'lama', 'pakai', 'aplikasi', 'ini', 'dan', 'ketika', 'aku', 'akan', 'buat', 'akun', 'yang', 'baru', 'juga', 'sma', 'sekali', 'tidak', 'bisa', 'tolong', 'penjelasan', 'nya', 'perbaikan', 'nya']","['tolong', 'kembalikan', 'akun', 'akun', 'instagram', 'tutup', 'instagram', 'nya', 'login', 'kesalahan', 'pakai', 'aplikasi', 'akun', 'sma', 'tolong', 'penjelasan', 'nya', 'perbaikan', 'nya']",tolong kembali akun akun instagram tutup instagram nya login salah pakai aplikasi akun sma tolong jelas nya baik nya
kenapa sekarang jadi susah buat repost story sering load dan juga lama padahal wifi biasa saja dan aplikasi lain pun berjalan aman mohon untuk diperbaiki agar bisa berjalan seperti biasanya terima kasih,kenapa sekarang jadi susah buat repost story sering load dan juga lama padahal wifi biasa saja dan aplikasi lain pun berjalan aman mohon untuk diperbaiki agar bisa berjalan seperti biasanya terima kasih,"['kenapa', 'sekarang', 'jadi', 'susah', 'buat', 'repost', 'story', 'sering', 'load', 'dan', 'juga', 'lama', 'padahal', 'wifi', 'biasa', 'saja', 'dan', 'aplikasi', 'lain', 'pun', 'berjalan', 'aman', 'mohon', 'untuk', 'diperbaiki', 'agar', 'bisa', 'berjalan', 'seperti', 'biasanya', 'terima', 'kasih']","['susah', 'repost', 'story', 'load', 'wifi', 'aplikasi', 'berjalan', 'aman', 'mohon', 'diperbaiki', 'berjalan', 'terima', 'kasih']",susah repost story load wifi aplikasi jalan aman mohon baik jalan terima kasih
haduh instagram tolong perbaiki bug nyaa kenapa akun saya tidak bisa disebut orang laen padahal udh distel mengizinkan semua org menyebut saya udah instal ulang tetap aja gitu mempersulit kerjaan saya,haduh instagram tolong perbaiki bug nyaa kenapa akun saya tidak bisa disebut orang laen padahal sudah distel mengizinkan semua orang menyebut saya udah instal ulang tetap aja gitu mempersulit kerjaan saya,"['haduh', 'instagram', 'tolong', 'perbaiki', 'bug', 'nyaa', 'kenapa', 'akun', 'saya', 'tidak', 'bisa', 'disebut', 'orang', 'laen', 'padahal', 'sudah', 'distel', 'mengizinkan', 'semua', 'orang', 'menyebut', 'saya', 'udah', 'instal', 'ulang', 'tetap', 'aja', 'gitu', 'mempersulit', 'kerjaan', 'saya']","['haduh', 'instagram', 'tolong', 'perbaiki', 'bug', 'nyaa', 'akun', 'orang', 'laen', 'distel', 'mengizinkan', 'orang', 'menyebut', 'udah', 'instal', 'ulang', 'aja', 'gitu', 'mempersulit', 'kerjaan']",haduh instagram tolong baik bug nyaa akun orang laen distel izin orang sebut udah instal ulang aja gitu sulit kerja
tolong ya instagram kenapa sekarang kalo buka story org suka ngelag videonya pasti ngefreeze udah sebulanan begini di upgrade udh jaringan lancar kenapaa ini bikin badmood,tolong ya instagram kenapa sekarang kalo buka story orang suka ngelag videonya pasti ngefreeze udah sebulanan begini di upgrade sudah jaringan lancar kenapaa ini bikin badmood,"['tolong', 'ya', 'instagram', 'kenapa', 'sekarang', 'kalo', 'buka', 'story', 'orang', 'suka', 'ngelag', 'videonya', 'pasti', 'ngefreeze', 'udah', 'sebulanan', 'begini', 'di', 'upgrade', 'sudah', 'jaringan', 'lancar', 'kenapaa', 'ini', 'bikin', 'badmood']","['tolong', 'ya', 'instagram', 'kalo', 'buka', 'story', 'orang', 'suka', 'ngelag', 'videonya', 'ngefreeze', 'udah', 'sebulanan', 'upgrade', 'jaringan', 'lancar', 'kenapaa', 'bikin', 'badmood']",tolong instagram kalo buka story orang suka ngelag video ngefreeze udah bulan upgrade jaring lancar kenapaa bikin badmood
tolongg ini knp setelah update jadi begini ngebug loading nya lama padahal sinyal bagus tapi ini muter terus loading tolong instragram di perbaiki lagi,tolong ini kenapa setelah update jadi begini ngebug loading nya lama padahal sinyal bagus tapi ini putar terus loading tolong instragram di perbaiki lagi,"['tolong', 'ini', 'kenapa', 'setelah', 'update', 'jadi', 'begini', 'ngebug', 'loading', 'nya', 'lama', 'padahal', 'sinyal', 'bagus', 'tapi', 'ini', 'putar', 'terus', 'loading', 'tolong', 'instragram', 'di', 'perbaiki', 'lagi']","['tolong', 'update', 'ngebug', 'loading', 'nya', 'sinyal', 'bagus', 'putar', 'loading', 'tolong', 'instragram', 'perbaiki']",tolong update ngebug loading nya sinyal bagus putar loading tolong instragram baik
tolong di perbaiki ig nya kalau saya mau liat sg sg pasti ngeleg bangat padahal jaringan bagus penyimpanan juga ada tapi kalau liat sg terus vidio itu gak mau terbuka bgtu pun dengan poto yang pake lagu kalau nonton reals juga gak mau kebuka vidio nya padahal saya sudah update baru baru saja,tolong di perbaiki instagram nya kalau saya mau melihat sg sg pasti ngeleg bangat padahal jaringan bagus penyimpanan juga ada tapi kalau melihat sg terus vidio itu tidak mau terbuka bgtu pun dengan poto yang pake lagu kalau nonton reals juga tidak mau kebuka vidio nya padahal saya sudah update baru baru saja,"['tolong', 'di', 'perbaiki', 'instagram', 'nya', 'kalau', 'saya', 'mau', 'melihat', 'sg', 'sg', 'pasti', 'ngeleg', 'bangat', 'padahal', 'jaringan', 'bagus', 'penyimpanan', 'juga', 'ada', 'tapi', 'kalau', 'melihat', 'sg', 'terus', 'vidio', 'itu', 'tidak', 'mau', 'terbuka', 'bgtu', 'pun', 'dengan', 'poto', 'yang', 'pake', 'lagu', 'kalau', 'nonton', 'reals', 'juga', 'tidak', 'mau', 'kebuka', 'vidio', 'nya', 'padahal', 'saya', 'sudah', 'update', 'baru', 'baru', 'saja']","['tolong', 'perbaiki', 'instagram', 'nya', 'sg', 'sg', 'ngeleg', 'bangat', 'jaringan', 'bagus', 'penyimpanan', 'sg', 'vidio', 'terbuka', 'bgtu', 'poto', 'pake', 'lagu', 'nonton', 'reals', 'kebuka', 'vidio', 'nya', 'update']",tolong baik instagram nya ngeleg bangat jaring bagus simpan vidio buka bgtu poto pake lagu nonton reals buka vidio nya update
tolong yaa akun aku disuruh buat verivikasi ulang terus ada record face buat memastikan kita bener manusia atau bukan tapi waktu record nya kok loading nya lama banget ya padahal udah saya coba pakai wifi data sama aja dan tidak ada masalah pada jaringan saya juga tolong perbaikiiii,tolong yaa akun aku disuruh buat verivikasi ulang terus ada record face buat memastikan kita bener manusia atau bukan tapi waktu record nya kok loading nya lama banget ya padahal udah saya coba pakai wifi data sama aja dan tidak ada masalah pada jaringan saya juga tolong perbaikiiii,"['tolong', 'yaa', 'akun', 'aku', 'disuruh', 'buat', 'verivikasi', 'ulang', 'terus', 'ada', 'record', 'face', 'buat', 'memastikan', 'kita', 'bener', 'manusia', 'atau', 'bukan', 'tapi', 'waktu', 'record', 'nya', 'kok', 'loading', 'nya', 'lama', 'banget', 'ya', 'padahal', 'udah', 'saya', 'coba', 'pakai', 'wifi', 'data', 'sama', 'aja', 'dan', 'tidak', 'ada', 'masalah', 'pada', 'jaringan', 'saya', 'juga', 'tolong', 'perbaikiiii']","['tolong', 'yaa', 'akun', 'disuruh', 'verivikasi', 'ulang', 'record', 'face', 'bener', 'manusia', 'record', 'nya', 'loading', 'nya', 'banget', 'ya', 'udah', 'coba', 'pakai', 'wifi', 'data', 'aja', 'jaringan', 'tolong', 'perbaikiiii']",tolong yaa akun suruh verivikasi ulang record face bener manusia record nya loading nya banget udah coba pakai wifi data aja jaring tolong perbaikiiii
kesel banget kenapa sih pas aku edit sorotan tu selalu lama pdhl sinyal bagus aku ulang ulang terus masih gabisa padahal udh di update tpi problem nya masih sama aja sorry sejauh ini aku kasih bintang dulu,kesal banget kenapa sih saat aku edit sorotan tu selalu lama padahal sinyal bagus aku ulang ulang terus masih padahal sudah di update tapi problem nya masih sama aja sorry sejauh ini aku kasih bintang dulu,"['kesal', 'banget', 'kenapa', 'sih', 'saat', 'aku', 'edit', 'sorotan', 'tu', 'selalu', 'lama', 'padahal', 'sinyal', 'bagus', 'aku', 'ulang', 'ulang', 'terus', 'masih', 'padahal', 'sudah', 'di', 'update', 'tapi', 'problem', 'nya', 'masih', 'sama', 'aja', 'sorry', 'sejauh', 'ini', 'aku', 'kasih', 'bintang', 'dulu']","['kesal', 'banget', 'sih', 'edit', 'sorotan', 'tu', 'sinyal', 'bagus', 'ulang', 'ulang', 'update', 'problem', 'nya', 'aja', 'sorry', 'kasih', 'bintang']",kesal banget sih edit sorot sinyal bagus ulang ulang update problem nya aja sorry kasih bintang
instagram mampu memberikan kepedulian kepada penggunanya dan selalu terus berkembang untuk menjaga keamanan dan privasi setiap pengguna guna kenyamanan pengguna seperti saya thank you instagram,instagram mampu memberikan kepedulian kepada penggunanya dan selalu terus berkembang untuk menjaga keamanan dan privasi setiap pengguna guna kenyamanan pengguna seperti saya thank you instagram,"['instagram', 'mampu', 'memberikan', 'kepedulian', 'kepada', 'penggunanya', 'dan', 'selalu', 'terus', 'berkembang', 'untuk', 'menjaga', 'keamanan', 'dan', 'privasi', 'setiap', 'pengguna', 'guna', 'kenyamanan', 'pengguna', 'seperti', 'saya', 'thank', 'you', 'instagram']","['instagram', 'kepedulian', 'penggunanya', 'berkembang', 'menjaga', 'keamanan', 'privasi', 'pengguna', 'kenyamanan', 'pengguna', 'thank', 'you', 'instagram']",instagram peduli guna kembang jaga aman privasi guna nyaman guna thank you instagram
uda x bikin akun second tapi kena ajukan banding sampe keblokir permanen padal tidak berbaur konten sarana negatif baru buat akun second lagi ga sampe jam kebanding lagi sampe ilang akunya ini gimana ya ada solusi kah,sudah x bikin akun second tapi kena ajukan banding sampe keblokir permanen padal tidak berbaur konten sarana negatif baru buat akun second lagi tidak sampe jam kebanding lagi sampe hilang akunya ini gimana ya ada solusi kah,"['sudah', 'x', 'bikin', 'akun', 'second', 'tapi', 'kena', 'ajukan', 'banding', 'sampe', 'keblokir', 'permanen', 'padal', 'tidak', 'berbaur', 'konten', 'sarana', 'negatif', 'baru', 'buat', 'akun', 'second', 'lagi', 'tidak', 'sampe', 'jam', 'kebanding', 'lagi', 'sampe', 'hilang', 'akunya', 'ini', 'gimana', 'ya', 'ada', 'solusi', 'kah']","['x', 'bikin', 'akun', 'second', 'kena', 'ajukan', 'banding', 'sampe', 'keblokir', 'permanen', 'padal', 'berbaur', 'konten', 'sarana', 'negatif', 'akun', 'second', 'sampe', 'jam', 'kebanding', 'sampe', 'hilang', 'akunya', 'gimana', 'ya', 'solusi', 'kah']",bikin akun second kena aju banding sampe blokir permanen padal baur konten sarana negatif akun second sampe jam banding sampe hilang aku gimana solusi kah
platform yg sepenuhnya visual tidak mirip facebook yg mengandalkan teks serta gambar atau twitter yang hanya mengandalkan teks memungkinkan penggunanya menyebarkan gambar atau video menggunakan audiens,platform yang sepenuhnya visual tidak mirip facebook yang mengandalkan teks serta gambar atau twitter yang hanya mengandalkan teks memungkinkan penggunanya menyebarkan gambar atau video menggunakan audiens,"['platform', 'yang', 'sepenuhnya', 'visual', 'tidak', 'mirip', 'facebook', 'yang', 'mengandalkan', 'teks', 'serta', 'gambar', 'atau', 'twitter', 'yang', 'hanya', 'mengandalkan', 'teks', 'memungkinkan', 'penggunanya', 'menyebarkan', 'gambar', 'atau', 'video', 'menggunakan', 'audiens']","['platform', 'sepenuhnya', 'visual', 'facebook', 'mengandalkan', 'teks', 'gambar', 'twitter', 'mengandalkan', 'teks', 'penggunanya', 'menyebarkan', 'gambar', 'video', 'audiens']",platform sepenuh visual facebook andal teks gambar twitter andal teks guna sebar gambar video audiens
kenapa sekarang instagram tidak ada mode gelap itu eror jika saya hapus data ada kode gelap tetapi tidak lama kemudian berubah menjadi mode terang dan tidak ada mode gelap semakin kesini aplikasi ini semakin buruk,kenapa sekarang instagram tidak ada mode gelap itu error jika saya hapus data ada kode gelap tetapi tidak lama kemudian berubah menjadi mode terang dan tidak ada mode gelap semakin kesini aplikasi ini semakin buruk,"['kenapa', 'sekarang', 'instagram', 'tidak', 'ada', 'mode', 'gelap', 'itu', 'error', 'jika', 'saya', 'hapus', 'data', 'ada', 'kode', 'gelap', 'tetapi', 'tidak', 'lama', 'kemudian', 'berubah', 'menjadi', 'mode', 'terang', 'dan', 'tidak', 'ada', 'mode', 'gelap', 'semakin', 'kesini', 'aplikasi', 'ini', 'semakin', 'buruk']","['instagram', 'mode', 'gelap', 'error', 'hapus', 'data', 'kode', 'gelap', 'berubah', 'mode', 'terang', 'mode', 'gelap', 'kesini', 'aplikasi', 'buruk']",instagram mode gelap error hapus data kode gelap ubah mode terang mode gelap kesini aplikasi buruk
ini instagram kenapa dah gua punya akun bnyak tpi fiturnya beda ada yng baru sma ada yng lama fiturnya akun satunya bisa simpen plaslist lagu sedangkan satunya lagi malah gabisa tololng diperbaiki lgi biar bisa imbang,ini instagram kenapa dah aku punya akun banyak tapi fiturnya beda ada yng baru sma ada yng lama fiturnya akun satunya bisa simpen plaslist lagu sedangkan satunya lagi malah tololng diperbaiki lagi biar bisa imbang,"['ini', 'instagram', 'kenapa', 'dah', 'aku', 'punya', 'akun', 'banyak', 'tapi', 'fiturnya', 'beda', 'ada', 'yng', 'baru', 'sma', 'ada', 'yng', 'lama', 'fiturnya', 'akun', 'satunya', 'bisa', 'simpen', 'plaslist', 'lagu', 'sedangkan', 'satunya', 'lagi', 'malah', 'tololng', 'diperbaiki', 'lagi', 'biar', 'bisa', 'imbang']","['instagram', 'dah', 'akun', 'fiturnya', 'beda', 'yng', 'sma', 'yng', 'fiturnya', 'akun', 'satunya', 'simpen', 'plaslist', 'lagu', 'satunya', 'tololng', 'diperbaiki', 'biar', 'imbang']",instagram dah akun fiturnya beda yng sma yng fiturnya akun satu simpen plaslist lagu satu tololng baik biar imbang
kenapa pas di unggah menggunakan wi fi malah buram dan fitur hight quality nya juga tidak berfungsi apakah fitur ini berfungsi untuk data saja tolong developer update lagi fitur ini agar berfungsi di wi fi atau se enggak nya tidak buram saat di upload menggunakan wifi,kenapa saat di unggah menggunakan wi fi malah buram dan fitur hight quality nya juga tidak berfungsi apakah fitur ini berfungsi untuk data saja tolong developer update lagi fitur ini agar berfungsi di wi fi atau se tidak nya tidak buram saat di upload menggunakan wifi,"['kenapa', 'saat', 'di', 'unggah', 'menggunakan', 'wi', 'fi', 'malah', 'buram', 'dan', 'fitur', 'hight', 'quality', 'nya', 'juga', 'tidak', 'berfungsi', 'apakah', 'fitur', 'ini', 'berfungsi', 'untuk', 'data', 'saja', 'tolong', 'developer', 'update', 'lagi', 'fitur', 'ini', 'agar', 'berfungsi', 'di', 'wi', 'fi', 'atau', 'se', 'tidak', 'nya', 'tidak', 'buram', 'saat', 'di', 'upload', 'menggunakan', 'wifi']","['unggah', 'wi', 'fi', 'buram', 'fitur', 'hight', 'quality', 'nya', 'berfungsi', 'fitur', 'berfungsi', 'data', 'tolong', 'developer', 'update', 'fitur', 'berfungsi', 'wi', 'fi', 'nya', 'buram', 'upload', 'wifi']",unggah buram fitur hight quality nya fungsi fitur fungsi data tolong developer update fitur fungsi nya buram upload wifi
kenapa sekarang add background story instagram sudah tidak bisa kembalian fitur yang dulu sebagai pengguna instagram aktif saya kurang puas sama instagram sekarang kecewa,kenapa sekarang add background story instagram sudah tidak bisa kembalian fitur yang dulu sebagai pengguna instagram aktif saya kurang puas sama instagram sekarang kecewa,"['kenapa', 'sekarang', 'add', 'background', 'story', 'instagram', 'sudah', 'tidak', 'bisa', 'kembalian', 'fitur', 'yang', 'dulu', 'sebagai', 'pengguna', 'instagram', 'aktif', 'saya', 'kurang', 'puas', 'sama', 'instagram', 'sekarang', 'kecewa']","['add', 'background', 'story', 'instagram', 'kembalian', 'fitur', 'pengguna', 'instagram', 'aktif', 'puas', 'instagram', 'kecewa']",add background story instagram kembali fitur guna instagram aktif puas instagram kecewa
akun saya ngga bisa di pulihkan smpt coba tapi hasilnya gitu gitu aja udh coba juga buat akun baru lagi dan ternyata hasilnya sama aja padahal ngga ngelanggar pedoman segala macam mohon untuk pihak ig perbaiki bug yang ada lama lama kecewa nih sama aplikasi ig please ig bisa berguna lagi dong,akun saya tidak bisa di pulihkan smpt coba tapi hasilnya gitu gitu aja sudah coba juga buat akun baru lagi dan ternyata hasilnya sama aja padahal tidak ngelanggar pedoman segala macam mohon untuk pihak instagram perbaiki bug yang ada lama lama kecewa nih sama aplikasi instagram please instagram bisa berguna lagi dong,"['akun', 'saya', 'tidak', 'bisa', 'di', 'pulihkan', 'smpt', 'coba', 'tapi', 'hasilnya', 'gitu', 'gitu', 'aja', 'sudah', 'coba', 'juga', 'buat', 'akun', 'baru', 'lagi', 'dan', 'ternyata', 'hasilnya', 'sama', 'aja', 'padahal', 'tidak', 'ngelanggar', 'pedoman', 'segala', 'macam', 'mohon', 'untuk', 'pihak', 'instagram', 'perbaiki', 'bug', 'yang', 'ada', 'lama', 'lama', 'kecewa', 'nih', 'sama', 'aplikasi', 'instagram', 'please', 'instagram', 'bisa', 'berguna', 'lagi', 'dong']","['akun', 'pulihkan', 'smpt', 'coba', 'hasilnya', 'gitu', 'gitu', 'aja', 'coba', 'akun', 'hasilnya', 'aja', 'ngelanggar', 'pedoman', 'mohon', 'instagram', 'perbaiki', 'bug', 'kecewa', 'nih', 'aplikasi', 'instagram', 'please', 'instagram', 'berguna']",akun pulih smpt coba hasil gitu gitu aja coba akun hasil aja ngelanggar pedoman mohon instagram baik bug kecewa nih aplikasi instagram please instagram guna
ig kenapa sih ini mau stry tpi malah ga mncul di orang storynya pdhl sttsnya udah cerita diunggah tpi pas cba cek story aku dri akun lain ga mncul trus smpe jam jdi ga ada yg nnton storynya udh cba pake yg temen deket ttp sama ga mncul storynya,instagram kenapa sih ini mau stry tapi malah tidak mncul di orang storynya padahal sttsnya udah cerita diunggah tapi saat cba cek story aku dari akun lain tidak mncul trus smpe jam jdi tidak ada yang nnton storynya sudah cba pake yang temen deket tetap sama tidak mncul storynya,"['instagram', 'kenapa', 'sih', 'ini', 'mau', 'stry', 'tapi', 'malah', 'tidak', 'mncul', 'di', 'orang', 'storynya', 'padahal', 'sttsnya', 'udah', 'cerita', 'diunggah', 'tapi', 'saat', 'cba', 'cek', 'story', 'aku', 'dari', 'akun', 'lain', 'tidak', 'mncul', 'trus', 'smpe', 'jam', 'jdi', 'tidak', 'ada', 'yang', 'nnton', 'storynya', 'sudah', 'cba', 'pake', 'yang', 'temen', 'deket', 'tetap', 'sama', 'tidak', 'mncul', 'storynya']","['instagram', 'sih', 'stry', 'mncul', 'orang', 'storynya', 'sttsnya', 'udah', 'cerita', 'diunggah', 'cba', 'cek', 'story', 'akun', 'mncul', 'trus', 'smpe', 'jam', 'jdi', 'nnton', 'storynya', 'cba', 'pake', 'temen', 'deket', 'mncul', 'storynya']",instagram sih stry mncul orang storynya sttsnya udah cerita unggah cba cek story akun mncul trus smpe jam jdi nnton storynya cba pake temen deket mncul storynya
susah sekali mau posting foto dan video ngebug mulu pas klik selanjutnya ada tulisan memuat tapi gabisa lanjut sama videonya jadi gepeng pas diperbesar,susah sekali mau posting foto dan video ngebug selalu saat klik selanjutnya ada tulisan memuat tapi lanjut sama videonya jadi gepeng saat diperbesar,"['susah', 'sekali', 'mau', 'posting', 'foto', 'dan', 'video', 'ngebug', 'selalu', 'saat', 'klik', 'selanjutnya', 'ada', 'tulisan', 'memuat', 'tapi', 'lanjut', 'sama', 'videonya', 'jadi', 'gepeng', 'saat', 'diperbesar']","['susah', 'posting', 'foto', 'video', 'ngebug', 'klik', 'tulisan', 'memuat', 'videonya', 'gepeng', 'diperbesar']",susah posting foto video ngebug klik tulis muat video gepeng besar
